spellId,spellName,dest,t,subevent,token,mapped_token,mapped_source
344179,Maelstrom Weapon,Wickedstorm,296312.296,SPELL_AURA_APPLIED,spell:344179,spell:344179,already_token
334196,Hailstorm,Wickedstorm,296310.663,SPELL_AURA_APPLIED,spell:334196,spell:334196,already_token
382889,Flurry,Wickedstorm,296310.563,SPELL_AURA_APPLIED,spell:382889,spell:382889,already_token
466469,Ice Strike,Wickedstorm,296310.563,SPELL_AURA_APPLIED,spell:466469,spell:466469,already_token
188196,Lightning Bolt,Training Dummy,296310.563,SPELL_CAST_SUCCESS,spell:188196,spell:188196,already_token
344179,Maelstrom Weapon,Wickedstorm,296309.314,SPELL_AURA_APPLIED,spell:344179,spell:344179,already_token
454025,Electroshock,Wickedstorm,296309.18,SPELL_AURA_APPLIED,spell:454025,spell:454025,already_token
334196,Hailstorm,Wickedstorm,296309.18,SPELL_AURA_APPLIED,spell:334196,spell:334196,already_token
454394,Unlimited Power,Wickedstorm,296309.18,SPELL_AURA_APPLIED,spell:454394,spell:454394,already_token
452201,Tempest,Training Dummy,296309.18,SPELL_CAST_SUCCESS,spell:452201,spell:452201,already_token
470532,Arc Discharge,Wickedstorm,296309.18,SPELL_AURA_APPLIED,spell:470532,spell:470532,already_token
455089,Storm Swell,Wickedstorm,296309.18,SPELL_AURA_APPLIED,spell:455089,spell:455089,already_token
196840,Frost Shock,Training Dummy,296307.83,SPELL_AURA_APPLIED,spell:196840,spell:196840,already_token
196840,Frost Shock,Training Dummy,296307.83,SPELL_CAST_SUCCESS,spell:196840,spell:196840,already_token
51533,Feral Spirit,Training Dummy,296306.313,SPELL_CAST_SUCCESS,spell:51533,spell:51533,already_token
333957,Feral Spirit,Wickedstorm,296306.313,SPELL_AURA_APPLIED,spell:333957,spell:333957,already_token
470466,Stormblast,Wickedstorm,296305.263,SPELL_AURA_APPLIED,spell:470466,spell:470466,already_token
201846,Stormsurge,Wickedstorm,296305.263,SPELL_AURA_APPLIED,spell:201846,spell:201846,already_token
334196,Hailstorm,Wickedstorm,296304.913,SPELL_AURA_APPLIED,spell:334196,spell:334196,already_token
342240,Ice Strike,Training Dummy,296304.796,SPELL_AURA_APPLIED,spell:342240,spell:342240,already_token
342240,Ice Strike,Training Dummy,296304.796,SPELL_CAST_SUCCESS,spell:342240,spell:342240,already_token
384357,Ice Strike,Wickedstorm,296304.796,SPELL_AURA_APPLIED,spell:384357,spell:384357,already_token
262652,Forceful Winds,Wickedstorm,296303.196,SPELL_AURA_APPLIED,spell:262652,spell:262652,already_token
344179,Maelstrom Weapon,Wickedstorm,296302.796,SPELL_AURA_APPLIED,spell:344179,spell:344179,already_token
17364,Stormstrike,Training Dummy,296302.796,SPELL_CAST_SUCCESS,spell:17364,spell:17364,already_token
334196,Hailstorm,Wickedstorm,296301.563,SPELL_AURA_APPLIED,spell:334196,spell:334196,already_token
454015,Tempest,Wickedstorm,296301.563,SPELL_AURA_APPLIED,spell:454015,spell:454015,already_token
466469,Ice Strike,Wickedstorm,296301.431,SPELL_AURA_APPLIED,spell:466469,spell:466469,already_token
188196,Lightning Bolt,Training Dummy,296301.431,SPELL_CAST_SUCCESS,spell:188196,spell:188196,already_token
17364,Stormstrike,Training Dummy,296300.147,SPELL_CAST_SUCCESS,spell:17364,spell:17364,already_token
470466,Stormblast,Wickedstorm,296299.564,SPELL_AURA_APPLIED,spell:470466,spell:470466,already_token
201846,Stormsurge,Wickedstorm,296299.564,SPELL_AURA_APPLIED,spell:201846,spell:201846,already_token
17364,Stormstrike,Training Dummy,296298.897,SPELL_CAST_SUCCESS,spell:17364,spell:17364,already_token
382889,Flurry,Wickedstorm,296297.964,SPELL_AURA_APPLIED,spell:382889,spell:382889,already_token
17364,Stormstrike,Training Dummy,296297.63,SPELL_CAST_SUCCESS,spell:17364,spell:17364,already_token
470466,Stormblast,Wickedstorm,296296.63,SPELL_AURA_APPLIED,spell:470466,spell:470466,already_token
201846,Stormsurge,Wickedstorm,296296.63,SPELL_AURA_APPLIED,spell:201846,spell:201846,already_token
17364,Stormstrike,Training Dummy,296296.33,SPELL_CAST_SUCCESS,spell:17364,spell:17364,already_token
344179,Maelstrom Weapon,Wickedstorm,296295.18,SPELL_AURA_APPLIED,spell:344179,spell:344179,already_token
188196,Lightning Bolt,Training Dummy,296295.08,SPELL_CAST_SUCCESS,spell:188196,spell:188196,already_token
17364,Stormstrike,Training Dummy,296293.93,SPELL_CAST_SUCCESS,spell:17364,spell:17364,already_token
201846,Stormsurge,Wickedstorm,296293.48,SPELL_AURA_APPLIED,spell:201846,spell:201846,already_token
17364,Stormstrike,Training Dummy,296292.663,SPELL_CAST_SUCCESS,spell:17364,spell:17364,already_token
470466,Stormblast,Wickedstorm,296291.413,SPELL_AURA_APPLIED,spell:470466,spell:470466,already_token
201846,Stormsurge,Wickedstorm,296291.413,SPELL_AURA_APPLIED,spell:201846,spell:201846,already_token
344179,Maelstrom Weapon,Wickedstorm,296291.413,SPELL_AURA_APPLIED,spell:344179,spell:344179,already_token
17364,Stormstrike,Training Dummy,296291.413,SPELL_CAST_SUCCESS,spell:17364,spell:17364,already_token
188196,Lightning Bolt,Training Dummy,296290.163,SPELL_CAST_SUCCESS,spell:188196,spell:188196,already_token
470466,Stormblast,Wickedstorm,296289.664,SPELL_AURA_APPLIED,spell:470466,spell:470466,already_token
201846,Stormsurge,Wickedstorm,296289.664,SPELL_AURA_APPLIED,spell:201846,spell:201846,already_token
344179,Maelstrom Weapon,Wickedstorm,296288.947,SPELL_AURA_APPLIED,spell:344179,spell:344179,already_token
382889,Flurry,Wickedstorm,296288.83,SPELL_AURA_APPLIED,spell:382889,spell:382889,already_token
454025,Electroshock,Wickedstorm,296288.83,SPELL_AURA_APPLIED,spell:454025,spell:454025,already_token
452201,Tempest,Training Dummy,296288.83,SPELL_CAST_SUCCESS,spell:452201,spell:452201,already_token
455089,Storm Swell,Wickedstorm,296288.83,SPELL_AURA_APPLIED,spell:455089,spell:455089,already_token
454015,Tempest,Wickedstorm,296287.847,SPELL_AURA_APPLIED,spell:454015,spell:454015,already_token
344179,Maelstrom Weapon,Wickedstorm,296287.63,SPELL_AURA_APPLIED,spell:344179,spell:344179,already_token
454015,Tempest,Wickedstorm,296287.63,SPELL_AURA_APPLIED,spell:454015,spell:454015,already_token
334196,Hailstorm,Wickedstorm,296287.53,SPELL_AURA_APPLIED,spell:334196,spell:334196,already_token
454394,Unlimited Power,Wickedstorm,296287.53,SPELL_AURA_APPLIED,spell:454394,spell:454394,already_token
188196,Lightning Bolt,Training Dummy,296287.53,SPELL_CAST_SUCCESS,spell:188196,spell:188196,already_token
262652,Forceful Winds,Wickedstorm,296286.447,SPELL_AURA_APPLIED,spell:262652,spell:262652,already_token
382889,Flurry,Wickedstorm,296286.213,SPELL_AURA_APPLIED,spell:382889,spell:382889,already_token
17364,Stormstrike,Training Dummy,296286.213,SPELL_CAST_SUCCESS,spell:17364,spell:17364,already_token
196840,Frost Shock,Training Dummy,296284.93,SPELL_AURA_APPLIED,spell:196840,spell:196840,already_token
196840,Frost Shock,Training Dummy,296284.93,SPELL_CAST_SUCCESS,spell:196840,spell:196840,already_token
334196,Hailstorm,Wickedstorm,296283.43,SPELL_AURA_APPLIED,spell:334196,spell:334196,already_token
342240,Ice Strike,Training Dummy,296283.331,SPELL_AURA_APPLIED,spell:342240,spell:342240,already_token
342240,Ice Strike,Training Dummy,296283.331,SPELL_CAST_SUCCESS,spell:342240,spell:342240,already_token
384357,Ice Strike,Wickedstorm,296283.331,SPELL_AURA_APPLIED,spell:384357,spell:384357,already_token
344179,Maelstrom Weapon,Wickedstorm,296282.247,SPELL_AURA_APPLIED,spell:344179,spell:344179,already_token
452201,Tempest,Training Dummy,296281.797,SPELL_CAST_SUCCESS,spell:452201,spell:452201,already_token
334196,Hailstorm,Wickedstorm,296280.363,SPELL_AURA_APPLIED,spell:334196,spell:334196,already_token
462131,Awakening Storms,Wickedstorm,296280.263,SPELL_AURA_APPLIED,spell:462131,spell:462131,already_token
344179,Maelstrom Weapon,Wickedstorm,296280.263,SPELL_AURA_APPLIED,spell:344179,spell:344179,already_token
115356,Windstrike,Training Dummy,296280.263,SPELL_CAST_SUCCESS,spell:115356,spell:115356,already_token
466469,Ice Strike,Wickedstorm,296280.263,SPELL_AURA_APPLIED,spell:466469,spell:466469,already_token
452201,Tempest,Training Dummy,296280.263,SPELL_CAST_SUCCESS,spell:452201,spell:452201,already_token
51533,Feral Spirit,Training Dummy,296278.947,SPELL_CAST_SUCCESS,spell:51533,spell:51533,already_token
344179,Maelstrom Weapon,Wickedstorm,296278.23,SPELL_AURA_APPLIED,spell:344179,spell:344179,already_token
454015,Tempest,Wickedstorm,296277.197,SPELL_AURA_APPLIED,spell:454015,spell:454015,already_token
1239315,Storm's Eye,Wickedstorm,296277.197,SPELL_AURA_APPLIED,spell:1239315,spell:1239315,already_token
114051,Ascendance,Wickedstorm,296277.197,SPELL_AURA_APPLIED,spell:114051,spell:114051,already_token
454025,Electroshock,Wickedstorm,296277.197,SPELL_AURA_APPLIED,spell:454025,spell:454025,already_token
333957,Feral Spirit,Wickedstorm,296277.197,SPELL_AURA_APPLIED,spell:333957,spell:333957,already_token
452201,Tempest,Training Dummy,296277.197,SPELL_CAST_SUCCESS,spell:452201,spell:452201,already_token
470532,Arc Discharge,Wickedstorm,296277.197,SPELL_AURA_APPLIED,spell:470532,spell:470532,already_token
455089,Storm Swell,Wickedstorm,296277.197,SPELL_AURA_APPLIED,spell:455089,spell:455089,already_token
470466,Stormblast,Wickedstorm,296275.964,SPELL_AURA_APPLIED,spell:470466,spell:470466,already_token
201846,Stormsurge,Wickedstorm,296275.847,SPELL_AURA_APPLIED,spell:201846,spell:201846,already_token
17364,Stormstrike,Training Dummy,296275.847,SPELL_CAST_SUCCESS,spell:17364,spell:17364,already_token
470466,Stormblast,Wickedstorm,296274.681,SPELL_AURA_APPLIED,spell:470466,spell:470466,already_token
201846,Stormsurge,Wickedstorm,296274.58,SPELL_AURA_APPLIED,spell:201846,spell:201846,already_token
448730,Authority of Radiant Power,Wickedstorm,296274.58,SPELL_AURA_APPLIED,spell:448730,spell:448730,already_token
17364,Stormstrike,Training Dummy,296274.58,SPELL_CAST_SUCCESS,spell:17364,spell:17364,already_token
470466,Stormblast,Wickedstorm,296273.347,SPELL_AURA_APPLIED,spell:470466,spell:470466,already_token
201846,Stormsurge,Wickedstorm,296273.347,SPELL_AURA_APPLIED,spell:201846,spell:201846,already_token
17364,Stormstrike,Training Dummy,296273.347,SPELL_CAST_SUCCESS,spell:17364,spell:17364,already_token
17364,Stormstrike,Training Dummy,296272.064,SPELL_CAST_SUCCESS,spell:17364,spell:17364,already_token
262652,Forceful Winds,Wickedstorm,296270.564,SPELL_AURA_APPLIED,spell:262652,spell:262652,already_token
344179,Maelstrom Weapon,Wickedstorm,296270.464,SPELL_AURA_APPLIED,spell:344179,spell:344179,already_token
454015,Tempest,Wickedstorm,296269.864,SPELL_AURA_APPLIED,spell:454015,spell:454015,already_token
334196,Hailstorm,Wickedstorm,296269.764,SPELL_AURA_APPLIED,spell:334196,spell:334196,already_token
454394,Unlimited Power,Wickedstorm,296269.764,SPELL_AURA_APPLIED,spell:454394,spell:454394,already_token
188196,Lightning Bolt,Training Dummy,296269.764,SPELL_CAST_SUCCESS,spell:188196,spell:188196,already_token
382889,Flurry,Wickedstorm,296268.63,SPELL_AURA_APPLIED,spell:382889,spell:382889,already_token
470466,Stormblast,Wickedstorm,296268.53,SPELL_AURA_APPLIED,spell:470466,spell:470466,already_token
201846,Stormsurge,Wickedstorm,296268.53,SPELL_AURA_APPLIED,spell:201846,spell:201846,already_token
17364,Stormstrike,Training Dummy,296268.43,SPELL_CAST_SUCCESS,spell:17364,spell:17364,already_token
196840,Frost Shock,Training Dummy,296267.179,SPELL_AURA_APPLIED,spell:196840,spell:196840,already_token
196840,Frost Shock,Training Dummy,296267.179,SPELL_CAST_SUCCESS,spell:196840,spell:196840,already_token
17364,Stormstrike,Training Dummy,296265.963,SPELL_CAST_SUCCESS,spell:17364,spell:17364,already_token
470466,Stormblast,Wickedstorm,296264.847,SPELL_AURA_APPLIED,spell:470466,spell:470466,already_token
201846,Stormsurge,Wickedstorm,296264.847,SPELL_AURA_APPLIED,spell:201846,spell:201846,already_token
115356,Windstrike,Training Dummy,296264.847,SPELL_CAST_SUCCESS,spell:115356,spell:115356,already_token
188196,Lightning Bolt,Training Dummy,296264.847,SPELL_CAST_SUCCESS,spell:188196,spell:188196,already_token
470466,Stormblast,Wickedstorm,296264.114,SPELL_AURA_APPLIED,spell:470466,spell:470466,already_token
201846,Stormsurge,Wickedstorm,296264.114,SPELL_AURA_APPLIED,spell:201846,spell:201846,already_token
115356,Windstrike,Training Dummy,296263.664,SPELL_CAST_SUCCESS,spell:115356,spell:115356,already_token
188196,Lightning Bolt,Training Dummy,296263.664,SPELL_CAST_SUCCESS,spell:188196,spell:188196,already_token
470466,Stormblast,Wickedstorm,296262.547,SPELL_AURA_APPLIED,spell:470466,spell:470466,already_token
201846,Stormsurge,Wickedstorm,296262.547,SPELL_AURA_APPLIED,spell:201846,spell:201846,already_token
115356,Windstrike,Training Dummy,296262.447,SPELL_CAST_SUCCESS,spell:115356,spell:115356,already_token
188196,Lightning Bolt,Training Dummy,296262.447,SPELL_CAST_SUCCESS,spell:188196,spell:188196,already_token
187874,Crash Lightning,,296261.247,SPELL_CAST_SUCCESS,spell:187874,spell:187874,already_token
470466,Stormblast,Wickedstorm,296260.064,SPELL_AURA_APPLIED,spell:470466,spell:470466,already_token
201846,Stormsurge,Wickedstorm,296260.064,SPELL_AURA_APPLIED,spell:201846,spell:201846,already_token
344179,Maelstrom Weapon,Wickedstorm,296259.964,SPELL_AURA_APPLIED,spell:344179,spell:344179,already_token
115356,Windstrike,Training Dummy,296259.964,SPELL_CAST_SUCCESS,spell:115356,spell:115356,already_token
188196,Lightning Bolt,Training Dummy,296259.964,SPELL_CAST_SUCCESS,spell:188196,spell:188196,already_token
115356,Windstrike,Training Dummy,296258.964,SPELL_CAST_SUCCESS,spell:115356,spell:115356,already_token
